"queryDate","timeZone","underlying","symbol","expiryDate","strikePrice","side","interval","openTimeUtc","openTimeLocal","open","high","low","close","volume","closeTimeUtc","closeTimeLocal","quoteVolume","numberOfTrades","takerBuyVolume","takerBuyQuoteVolume"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-11 22:00:00","2026-08-12 06:00:00","15.000","15.000","15.000","15.000","0.42","2026-08-11 22:14:59","2026-08-12 06:14:59","6.30000","4","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-11 22:15:00","2026-08-12 06:15:00","15.000","15.000","15.000","15.000","0.00","2026-08-11 22:29:59","2026-08-12 06:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-11 22:30:00","2026-08-12 06:30:00","15.000","15.000","15.000","15.000","0.00","2026-08-11 22:44:59","2026-08-12 06:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-11 22:45:00","2026-08-12 06:45:00","15.000","15.000","15.000","15.000","0.00","2026-08-11 22:59:59","2026-08-12 06:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-11 23:00:00","2026-08-12 07:00:00","15.000","15.000","15.000","15.000","0.00","2026-08-11 23:14:59","2026-08-12 07:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-11 23:15:00","2026-08-12 07:15:00","15.000","15.000","15.000","15.000","0.00","2026-08-11 23:29:59","2026-08-12 07:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-11 23:30:00","2026-08-12 07:30:00","15.000","15.000","15.000","15.000","0.00","2026-08-11 23:44:59","2026-08-12 07:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-11 23:45:00","2026-08-12 07:45:00","15.000","15.000","15.000","15.000","0.00","2026-08-11 23:59:59","2026-08-12 07:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 00:00:00","2026-08-12 08:00:00","15.000","15.000","15.000","15.000","0.00","2026-08-12 00:14:59","2026-08-12 08:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 00:15:00","2026-08-12 08:15:00","10.000","10.000","10.000","10.000","1.00","2026-08-12 00:29:59","2026-08-12 08:29:59","10.00000","4","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 00:30:00","2026-08-12 08:30:00","10.000","10.000","10.000","10.000","19.76","2026-08-12 00:44:59","2026-08-12 08:44:59","197.60000","8","0.10","1.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 00:45:00","2026-08-12 08:45:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 00:59:59","2026-08-12 08:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 01:00:00","2026-08-12 09:00:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 01:14:59","2026-08-12 09:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 01:15:00","2026-08-12 09:15:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 01:29:59","2026-08-12 09:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 01:30:00","2026-08-12 09:30:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 01:44:59","2026-08-12 09:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 01:45:00","2026-08-12 09:45:00","10.000","10.000","10.000","10.000","3.41","2026-08-12 01:59:59","2026-08-12 09:59:59","34.10000","7","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 02:00:00","2026-08-12 10:00:00","10.000","10.000","10.000","10.000","0.01","2026-08-12 02:14:59","2026-08-12 10:14:59","0.10000","1","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 02:15:00","2026-08-12 10:15:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 02:29:59","2026-08-12 10:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 02:30:00","2026-08-12 10:30:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 02:44:59","2026-08-12 10:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 02:45:00","2026-08-12 10:45:00","10.000","10.000","10.000","10.000","0.01","2026-08-12 02:59:59","2026-08-12 10:59:59","0.10000","1","0.01","0.10000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 03:00:00","2026-08-12 11:00:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 03:14:59","2026-08-12 11:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 03:15:00","2026-08-12 11:15:00","5.000","5.000","5.000","5.000","0.09","2026-08-12 03:29:59","2026-08-12 11:29:59","0.45000","3","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 03:30:00","2026-08-12 11:30:00","5.000","5.000","5.000","5.000","0.00","2026-08-12 03:44:59","2026-08-12 11:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 03:45:00","2026-08-12 11:45:00","5.000","5.000","5.000","5.000","0.00","2026-08-12 03:59:59","2026-08-12 11:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 04:00:00","2026-08-12 12:00:00","5.000","5.000","5.000","5.000","0.00","2026-08-12 04:14:59","2026-08-12 12:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 04:15:00","2026-08-12 12:15:00","10.000","10.000","10.000","10.000","3.00","2026-08-12 04:29:59","2026-08-12 12:29:59","30.00000","4","3.00","30.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 04:30:00","2026-08-12 12:30:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 04:44:59","2026-08-12 12:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 04:45:00","2026-08-12 12:45:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 04:59:59","2026-08-12 12:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 05:00:00","2026-08-12 13:00:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 05:14:59","2026-08-12 13:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 05:15:00","2026-08-12 13:15:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 05:29:59","2026-08-12 13:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 05:30:00","2026-08-12 13:30:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 05:44:59","2026-08-12 13:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 05:45:00","2026-08-12 13:45:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 05:59:59","2026-08-12 13:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 06:00:00","2026-08-12 14:00:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 06:14:59","2026-08-12 14:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 06:15:00","2026-08-12 14:15:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 06:29:59","2026-08-12 14:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 06:30:00","2026-08-12 14:30:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 06:44:59","2026-08-12 14:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 06:45:00","2026-08-12 14:45:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 06:59:59","2026-08-12 14:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 07:00:00","2026-08-12 15:00:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 07:14:59","2026-08-12 15:14:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 07:15:00","2026-08-12 15:15:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 07:29:59","2026-08-12 15:29:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 07:30:00","2026-08-12 15:30:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 07:44:59","2026-08-12 15:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 07:45:00","2026-08-12 15:45:00","10.000","10.000","10.000","10.000","0.00","2026-08-12 07:59:59","2026-08-12 15:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 08:00:00","2026-08-12 16:00:00","5.000","5.000","5.000","5.000","30.40","2026-08-12 08:14:59","2026-08-12 16:14:59","152.00000","6","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 08:15:00","2026-08-12 16:15:00","5.000","5.000","5.000","5.000","5.44","2026-08-12 08:29:59","2026-08-12 16:29:59","27.20000","4","5.44","27.20000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 08:30:00","2026-08-12 16:30:00","5.000","5.000","5.000","5.000","0.00","2026-08-12 08:44:59","2026-08-12 16:44:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 08:45:00","2026-08-12 16:45:00","5.000","5.000","5.000","5.000","0.00","2026-08-12 08:59:59","2026-08-12 16:59:59","0.00000","0","0.00","0.00000"
"all-available","Asia/Taipei","BTCUSDT","BTC-260813-60000-P","2026-08-13","60000","PUT","15m","2026-08-12 09:00:00","2026-08-12 17:00:00","5.000","5.000","5.000","5.000","0.00","2026-08-12 09:14:59","2026-08-12 17:14:59","0.00000","0","0.00","0.00000"
